job_id,asset_id,crew_id,start_time,end_time,job_type,shift_type,planned_deenergize,checklist_passed,supervisor_confirmed,crew_avg_experience_years,recent_hours_worked_48h,asset_voltage_level,asset_age_years,maintenance_last_days,region_hotspot_score,incidents_area_30d,weather_precip_1h,lightning_nearby_1h,V_rms_mean_5m,V_rms_std_5m,V_slope_5m,frequency_dev_std_5m,V_drop_count_15m,I_rms_mean_5m,I_inrush_count_1h,thd_percent_1h,arc_event_count_1h,ground_fault_flag_24h,transformer_temp_max_24h,leakage_current_max_24h,sensor_comm_loss_flag,incident_flag,severity,near_miss_flag
J3466,A179,C81,2025-09-07 02:10:00,2025-09-07 03:10:00,maintenance,night,1,1,1,7.4,20.9,33,5,248,0.394,0,0.45,1,33066,88,0.621,0.0165,0,15.7,0,1.69,0,0,60.2,1.07,0,0,none,0
J3467,A225,C188,2025-10-16 15:39:00,2025-10-16 16:33:00,emergency,day,0,1,0,5.0,10.4,11,15,74,0.077,0,0.0,0,10912,89,0.236,0.0366,0,50.6,0,0.92,0,0,56.6,0.06,0,0,none,0
J3468,A275,C35,2025-02-25 12:53:00,2025-02-25 14:17:00,maintenance,day,1,1,1,10.0,3.5,33,5,300,0.106,0,0.0,0,32875,79,-0.558,0.0436,0,28.6,0,0.28,0,0,62.2,0.32,0,0,none,0
J3469,A158,C44,2025-08-15 02:33:00,2025-08-15 04:09:00,maintenance,night,1,1,1,7.5,22.6,33,12,68,0.166,0,0.0,0,33060,115,0.834,0.0228,1,75.9,0,1.14,0,0,56.7,0.32,0,1,minor,0
J3470,A176,C200,2025-03-18 06:34:00,2025-03-18 08:56:00,inspection,day,1,1,0,4.4,14.4,11,2,59,0.198,0,0.0,0,10787,158,0.284,0.0037,1,38.8,0,4.88,0,0,51.7,0.31,0,0,none,0
J3471,A213,C208,2025-06-14 03:46:00,2025-06-14 05:29:00,maintenance,night,0,1,0,5.3,18.2,22,23,92,0.039,0,0.0,0,21768,56,-0.05,0.0039,1,62.1,0,1.93,0,0,63.0,0.67,0,0,none,0
J3472,A182,C78,2025-07-19 18:41:00,2025-07-19 20:23:00,maintenance,day,1,1,1,7.8,16.1,22,8,17,0.261,0,0.0,0,21843,79,0.134,0.0314,0,40.7,0,1.12,0,0,47.0,0.63,0,0,none,0
J3473,A286,C116,2025-08-24 22:00:00,2025-08-25 00:28:00,maintenance,night,1,1,0,1.3,8.0,11,20,33,0.149,0,0.0,0,10987,13,-0.5,0.0278,2,43.7,0,5.4,1,0,64.9,0.79,0,0,none,1
J3474,A254,C175,2025-03-16 16:02:00,2025-03-16 16:49:00,inspection,day,1,1,0,9.5,8.8,22,33,21,0.023,0,0.0,0,22444,87,-0.15,0.0151,2,39.6,0,2.02,0,0,69.2,0.2,0,0,none,0
J3475,A122,C58,2025-01-16 16:52:00,2025-01-16 19:23:00,emergency,day,0,1,1,5.4,18.1,22,10,336,0.257,1,0.0,0,22011,48,-0.052,0.0152,0,58.9,2,2.9,0,0,59.8,1.35,0,0,none,0
J3476,A213,C64,2025-06-06 06:49:00,2025-06-06 09:40:00,repair,day,0,1,0,7.1,11.5,22,14,56,0.073,0,0.0,0,21856,44,-0.839,0.0008,1,49.9,0,4.28,0,0,59.4,0.52,0,0,none,0
J3477,A204,C199,2025-07-06 12:55:00,2025-07-06 14:47:00,emergency,day,0,1,0,5.8,21.1,33,9,228,0.229,0,0.0,0,33025,10,0.838,0.0348,0,40.7,1,1.45,0,0,65.8,2.48,0,0,none,0
J3478,A224,C204,2025-04-26 18:23:00,2025-04-26 21:15:00,maintenance,day,1,1,0,3.1,1.0,33,2,188,0.018,0,0.45,0,33126,8,-0.025,0.0224,1,37.3,0,1.4,0,0,59.1,0.97,0,0,none,0
J3479,A232,C105,2025-06-16 17:09:00,2025-06-16 18:50:00,maintenance,day,1,1,1,0.9,8.9,66,14,35,0.034,0,0.0,0,65824,89,0.031,0.0202,1,88.3,1,1.01,0,0,55.2,1.1,0,0,none,0
J3480,A114,C141,2025-06-04 22:51:00,2025-06-05 00:40:00,emergency,night,0,1,1,8.3,27.5,11,8,11,0.409,0,0.21,0,10854,3,1.311,0.017,0,55.5,0,2.64,0,0,61.5,0.29,0,1,minor,0
J3481,A140,C26,2025-01-22 18:28:00,2025-01-22 20:43:00,repair,day,0,1,1,9.8,12.6,33,1,86,0.15,0,0.4,0,32909,153,-0.124,0.0222,1,30.3,1,1.5,0,0,58.1,1.04,0,0,none,0
J3482,A179,C191,2025-05-16 23:24:00,2025-05-17 00:57:00,emergency,night,0,1,1,5.9,6.5,66,8,0,0.128,0,0.0,0,65947,25,-0.325,0.0562,0,75.7,2,0.23,0,0,52.7,0.43,0,0,none,0
J3483,A229,C113,2025-07-02 20:41:00,2025-07-02 21:28:00,maintenance,night,1,1,1,7.0,3.5,11,23,187,0.152,0,0.0,0,11014,13,0.272,0.0536,1,37.3,0,0.77,0,0,63.8,0.51,0,0,none,0
J3484,A134,C209,2025-04-05 07:52:00,2025-04-05 09:54:00,repair,day,0,1,1,10.2,11.5,33,1,198,0.164,1,0.0,0,33098,90,0.614,0.001,0,55.7,0,1.12,0,0,68.3,0.2,0,0,none,0
J3485,A234,C155,2025-07-24 19:23:00,2025-07-24 21:07:00,emergency,day,0,1,0,8.6,24.6,22,2,164,0.475,0,0.78,0,21950,4,-0.442,0.0087,0,32.1,0,0.22,0,0,68.5,1.61,0,0,none,0
J3486,A107,C54,2025-07-17 01:40:00,2025-07-17 03:39:00,repair,night,0,1,1,4.4,27.5,132,8,516,0.164,0,0.0,0,131975,41,-0.001,0.0037,0,78.6,0,3.08,1,0,61.6,1.79,0,0,none,1
J3487,A149,C61,2025-02-26 20:49:00,2025-02-26 22:30:00,inspection,night,1,1,0,5.6,18.7,22,15,154,0.399,0,0.0,0,22013,47,0.202,0.0097,1,67.2,1,3.56,0,0,56.2,1.51,0,1,minor,0
J3488,A114,C73,2025-02-07 04:31:00,2025-02-07 06:28:00,repair,night,0,1,1,6.7,11.1,22,1,287,0.058,0,0.0,0,22046,95,-0.168,0.0172,0,28.9,1,0.07,0,0,61.5,0.09,0,0,none,0
J3489,A108,C126,2025-10-09 02:12:00,2025-10-09 03:48:00,maintenance,night,1,1,1,7.1,19.6,33,29,361,0.114,0,0.11,0,32744,21,0.304,0.0163,1,19.7,0,1.96,0,0,55.3,0.6,0,0,none,0
J3490,A112,C102,2025-10-20 05:34:00,2025-10-20 07:54:00,emergency,night,0,1,1,3.5,13.9,22,21,206,0.199,0,1.02,0,22197,10,-0.266,0.0445,0,35.3,2,2.96,0,0,59.1,0.29,0,0,none,0
J3491,A280,C60,2025-04-10 01:15:00,2025-04-10 01:27:00,maintenance,night,0,1,1,6.4,25.8,132,9,77,0.108,0,0.0,0,132090,85,0.514,0.0333,0,93.5,0,0.96,0,0,60.6,0.06,0,0,none,0
J3492,A170,C104,2025-02-02 12:19:00,2025-02-02 13:22:00,maintenance,day,1,1,1,4.3,0.7,33,1,107,0.098,0,0.0,0,32859,74,0.197,0.0136,0,56.5,1,3.06,0,0,68.8,1.85,0,0,none,0
J3493,A218,C139,2025-08-22 06:34:00,2025-08-22 08:13:00,emergency,day,0,1,1,10.3,20.3,11,7,323,0.146,0,1.33,0,10717,153,-0.379,0.0034,1,61.9,1,2.12,0,0,63.0,0.51,0,0,none,0
J3494,A201,C172,2025-10-19 19:02:00,2025-10-19 21:21:00,repair,day,0,1,0,8.4,15.5,11,27,51,0.032,0,0.0,0,11095,27,-0.881,0.0214,1,63.9,0,3.29,0,0,65.4,1.22,0,0,none,0
J3495,A131,C184,2025-05-28 18:21:00,2025-05-28 19:23:00,inspection,day,1,1,1,8.1,11.7,11,16,8,0.036,0,0.0,0,10866,183,-0.192,0.0164,0,20.3,0,0.5,0,0,60.2,0.71,0,0,none,0
J3496,A107,C71,2025-04-20 18:19:00,2025-04-20 18:32:00,maintenance,day,0,1,1,11.2,7.3,11,2,56,0.468,0,0.0,0,11270,65,-0.407,0.026,1,46.4,0,2.85,0,0,55.2,1.49,0,0,none,0
J3497,A195,C135,2025-08-25 16:58:00,2025-08-25 17:26:00,emergency,day,0,1,1,7.6,7.5,33,12,320,0.356,1,0.0,0,33006,97,0.543,0.0169,0,46.5,0,0.43,0,0,64.8,0.29,0,0,none,0
J3498,A252,C124,2025-05-12 13:00:00,2025-05-12 13:16:00,maintenance,day,1,0,0,6.3,0.4,11,38,130,0.348,0,0.0,0,11068,64,0.052,0.0287,0,14.4,0,0.23,0,0,52.0,2.14,0,0,none,0
J3499,A145,C131,2025-01-18 01:56:00,2025-01-18 02:14:00,maintenance,night,1,1,0,5.5,16.6,22,12,175,0.441,0,2.33,0,21633,18,-0.056,0.0383,0,52.8,0,0.19,0,0,60.2,1.52,0,0,none,0
J3500,A250,C151,2025-10-24 02:30:00,2025-10-24 05:26:00,inspection,night,1,1,1,2.0,12.2,22,13,124,0.164,1,0.0,0,21972,6,0.225,0.0206,0,15.7,0,3.05,0,0,72.7,0.63,0,0,none,0
J3501,A189,C98,2025-08-15 13:30:00,2025-08-15 16:03:00,repair,day,0,1,1,5.6,3.7,11,23,3,0.252,1,0.52,0,10860,168,0.303,0.0022,0,38.6,0,0.19,0,0,59.9,0.41,0,0,none,0
J3502,A141,C76,2025-02-11 02:22:00,2025-02-11 03:48:00,maintenance,night,1,1,0,9.4,22.0,132,25,120,0.327,0,2.02,0,131896,186,0.114,0.0173,0,56.6,1,1.25,0,0,66.2,1.47,0,0,none,0
J3503,A291,C186,2025-08-31 13:47:00,2025-08-31 15:35:00,repair,day,0,1,1,2.2,7.2,11,8,499,0.13,1,0.0,0,10757,96,0.114,0.0101,0,42.0,0,4.63,0,0,50.0,0.15,0,0,none,0
J3504,A123,C82,2025-07-29 08:14:00,2025-07-29 10:15:00,maintenance,day,1,1,1,7.2,3.5,33,1,316,0.095,1,0.0,0,32815,57,0.441,0.0347,0,8.0,0,3.06,0,0,67.5,0.21,0,0,none,0
J3505,A107,C108,2025-08-09 23:52:00,2025-08-10 02:17:00,maintenance,night,1,1,0,1.0,8.9,11,9,193,0.018,0,0.0,0,10613,65,-0.576,0.014,0,44.7,0,1.73,0,0,56.5,0.13,0,0,none,0
J3506,A112,C51,2025-03-31 10:43:00,2025-03-31 12:11:00,maintenance,day,1,0,1,3.2,16.8,132,2,149,0.143,1,0.0,0,131866,57,-1.076,0.045,0,86.9,0,1.13,0,0,65.4,0.02,0,0,none,0
J3507,A246,C209,2025-04-08 04:58:00,2025-04-08 06:55:00,inspection,night,1,1,0,5.1,9.3,66,5,282,0.335,0,0.0,0,66094,116,-0.139,0.0215,0,60.9,0,0.9,0,0,63.6,1.33,0,0,none,0
J3508,A154,C66,2025-07-27 16:18:00,2025-07-27 17:42:00,maintenance,day,1,1,0,7.1,2.6,22,16,75,0.184,0,0.0,0,21914,43,-0.092,0.0184,1,33.7,1,2.64,0,0,60.8,1.03,0,0,none,0
J3509,A265,C67,2025-09-16 16:14:00,2025-09-16 18:13:00,maintenance,day,1,1,1,4.6,7.9,22,16,0,0.157,0,0.0,0,22124,138,0.011,0.0346,0,29.8,0,3.53,0,0,53.9,1.15,0,0,none,0
J3510,A273,C62,2025-02-01 12:19:00,2025-02-01 14:06:00,repair,day,0,1,0,6.6,20.5,22,17,562,0.229,0,0.0,0,22161,221,-0.814,0.0192,0,16.7,0,1.45,0,0,56.1,0.79,0,0,none,0
J3511,A168,C176,2025-06-20 18:20:00,2025-06-20 19:31:00,inspection,day,1,1,1,11.4,7.4,22,8,96,0.275,1,0.0,0,22272,46,0.488,0.0153,1,0.1,0,0.28,0,0,47.8,0.3,0,0,none,0
J3512,A204,C141,2025-06-29 12:37:00,2025-06-29 14:57:00,inspection,day,1,1,1,4.7,0.7,66,4,128,0.144,1,0.3,0,65763,111,-0.606,0.0333,1,43.9,0,4.59,0,0,59.8,1.44,0,0,none,0
J3513,A105,C209,2025-10-27 05:06:00,2025-10-27 06:35:00,maintenance,night,1,1,0,10.1,3.2,22,6,121,0.36,0,0.0,1,21885,116,0.265,0.0021,0,36.1,0,0.67,0,0,64.6,1.23,0,0,none,0
J3514,A296,C184,2025-08-03 06:37:00,2025-08-03 08:36:00,emergency,day,0,0,0,7.5,12.6,22,3,47,0.044,0,0.0,0,22143,144,-0.601,0.0133,0,78.2,1,2.76,0,0,53.2,0.08,0,0,none,0
J3515,A102,C131,2025-04-06 04:44:00,2025-04-06 06:47:00,maintenance,night,1,1,1,7.3,13.0,132,1,728,0.101,1,0.0,0,131842,109,0.195,0.0332,0,18.8,2,2.07,0,0,62.0,0.33,0,0,none,0
J3516,A133,C175,2025-05-06 19:47:00,2025-05-06 20:51:00,maintenance,day,1,1,1,13.1,13.9,66,2,49,0.143,0,0.0,0,66208,97,0.099,0.0302,0,89.0,0,1.42,0,0,58.8,1.67,0,0,none,0
J3517,A144,C163,2025-07-07 00:15:00,2025-07-07 01:40:00,maintenance,night,1,1,0,4.6,21.8,33,4,114,0.405,2,0.0,0,33190,15,0.416,0.0104,0,72.7,0,2.64,1,0,60.6,0.87,0,0,none,1
J3518,A102,C67,2025-02-10 01:56:00,2025-02-10 03:10:00,inspection,night,1,1,0,8.1,20.4,11,20,35,0.245,1,0.0,0,10808,110,-0.087,0.0178,0,42.6,0,0.52,0,0,64.6,0.25,0,0,none,0
J3519,A164,C165,2025-09-05 03:31:00,2025-09-05 04:44:00,inspection,night,1,1,0,4.8,10.9,33,5,201,0.07,0,0.0,0,32780,17,1.061,0.0057,1,63.1,0,5.09,0,0,64.9,1.35,0,0,none,0
J3520,A178,C192,2025-06-05 08:45:00,2025-06-05 11:10:00,maintenance,day,1,1,0,9.5,19.5,33,12,180,0.06,0,0.15,0,33009,55,0.25,0.0266,0,30.2,0,3.58,0,0,59.3,0.22,0,0,none,0
J3521,A281,C174,2025-04-27 06:50:00,2025-04-27 08:22:00,repair,day,0,1,1,14.6,0.5,132,3,199,0.456,0,0.0,0,131901,96,-0.147,0.0251,0,84.3,2,0.65,0,0,59.4,1.28,0,0,none,0
J3522,A170,C118,2025-05-01 15:24:00,2025-05-01 17:00:00,repair,day,0,1,1,8.8,1.4,33,14,810,0.07,1,0.0,0,32764,110,-0.147,0.0088,0,10.8,0,4.93,1,0,54.9,0.65,0,0,none,1
J3523,A196,C99,2025-05-22 07:42:00,2025-05-22 08:09:00,repair,day,0,1,1,7.4,10.6,33,6,183,0.336,0,0.0,0,32933,126,0.24,0.0235,0,58.9,0,0.39,0,0,50.8,0.76,1,0,none,0
J3524,A217,C74,2025-04-11 08:59:00,2025-04-11 11:14:00,maintenance,day,1,0,1,3.8,6.7,11,12,380,0.089,0,0.0,0,11024,40,-0.116,0.0162,0,26.5,0,1.93,0,0,67.1,0.37,0,0,none,0
J3525,A155,C129,2025-10-22 14:26:00,2025-10-22 16:04:00,repair,day,0,1,1,9.7,20.0,132,12,57,0.25,0,0.0,0,131970,21,-0.41,0.0282,1,33.1,3,1.78,0,0,46.0,0.92,0,0,none,0
J3526,A177,C183,2025-03-26 17:19:00,2025-03-26 18:17:00,repair,day,0,1,1,3.7,6.9,22,5,10,0.136,0,0.0,0,22182,53,0.008,0.045,0,65.8,0,3.47,0,0,56.5,0.58,0,0,none,0
J3527,A233,C169,2025-03-21 17:13:00,2025-03-21 19:54:00,maintenance,day,1,0,0,7.9,15.4,11,13,223,0.281,0,0.0,0,10903,147,0.464,0.01,0,63.9,2,2.82,0,0,65.1,0.97,0,0,none,0
J3528,A201,C159,2025-09-15 04:01:00,2025-09-15 07:19:00,maintenance,night,1,1,1,8.4,9.7,33,38,47,0.105,1,0.0,0,33166,27,-0.033,0.0211,0,59.5,0,1.61,0,0,57.1,0.06,0,0,none,0
J3529,A126,C11,2025-01-09 12:49:00,2025-01-09 14:55:00,maintenance,day,1,1,1,8.7,9.6,11,7,31,0.105,0,0.0,0,11022,188,0.323,0.0069,2,55.7,1,2.82,0,0,54.0,0.76,0,0,none,0
J3530,A230,C179,2025-05-03 06:08:00,2025-05-03 06:57:00,inspection,day,1,0,1,5.3,21.3,22,15,137,0.275,0,0.0,0,22073,65,0.315,0.0354,0,23.0,0,1.43,0,0,56.7,0.48,0,0,none,0
J3531,A195,C153,2025-05-02 07:08:00,2025-05-02 08:38:00,maintenance,day,0,1,1,2.3,14.2,11,1,26,0.195,0,0.0,0,10803,77,-0.112,0.0101,1,51.0,1,4.17,0,0,63.1,0.01,0,0,none,0
J3532,A265,C162,2025-10-17 03:47:00,2025-10-17 04:45:00,maintenance,night,1,1,1,6.4,4.9,11,4,319,0.143,0,0.0,0,11266,132,0.15,0.0378,0,64.2,0,1.43,0,0,48.8,1.41,0,0,none,0
J3533,A255,C82,2025-06-10 18:33:00,2025-06-10 20:14:00,repair,day,0,1,0,5.0,7.3,66,31,16,0.185,0,0.0,0,65963,32,-0.428,0.0388,0,68.2,1,0.49,0,0,67.2,1.05,0,0,none,0
J3534,A176,C185,2025-06-28 17:28:00,2025-06-28 19:10:00,emergency,day,0,1,0,3.8,4.3,33,2,50,0.187,0,0.0,0,33015,166,-0.259,0.022,1,54.9,0,1.97,0,0,66.0,0.04,0,1,major,0
J3535,A127,C133,2025-03-01 23:25:00,2025-03-02 00:37:00,repair,night,0,1,0,6.6,4.1,11,7,70,0.403,0,0.0,0,11127,108,-0.279,0.0318,1,68.5,0,0.29,0,0,56.1,0.61,0,0,none,0
J3536,A116,C96,2025-06-10 04:22:00,2025-06-10 06:54:00,repair,night,0,1,1,8.7,5.5,11,2,100,0.355,1,0.04,0,10981,55,-0.824,0.0118,0,67.6,1,1.06,0,0,61.2,0.83,0,0,none,0
J3537,A170,C173,2025-09-19 05:18:00,2025-09-19 07:12:00,repair,night,0,0,0,6.6,9.1,11,10,355,0.24,0,0.0,0,10944,111,-0.673,0.0354,0,46.0,1,0.81,0,0,61.0,0.1,0,0,none,0
J3538,A183,C80,2025-05-02 16:11:00,2025-05-02 17:23:00,maintenance,day,1,1,1,6.5,4.5,11,2,35,0.194,0,0.0,0,10912,10,-0.874,0.0353,0,32.8,0,5.6,0,0,54.8,0.61,0,0,none,0
J3539,A166,C177,2025-05-05 20:25:00,2025-05-05 22:06:00,maintenance,night,0,1,0,2.0,12.5,11,9,284,0.094,0,0.28,0,10855,80,-0.197,0.0076,0,52.4,0,0.43,0,0,61.1,0.75,0,0,none,0
J3540,A282,C176,2025-10-21 17:10:00,2025-10-21 18:55:00,maintenance,day,1,1,0,10.1,19.0,22,3,56,0.072,0,0.0,0,21882,2,0.077,0.0131,0,31.2,0,4.58,0,0,60.9,0.94,0,0,none,0
J3541,A176,C58,2025-02-20 09:48:00,2025-02-20 11:57:00,maintenance,day,1,1,0,2.9,18.0,66,13,359,0.052,0,0.17,0,66004,89,-0.916,0.0193,0,80.6,0,1.41,0,0,59.8,0.15,1,0,none,0
J3542,A138,C142,2025-02-14 04:46:00,2025-02-14 05:48:00,emergency,night,0,1,0,7.9,5.4,66,1,174,0.285,1,0.0,0,66127,88,-0.118,0.0236,0,76.1,2,1.51,0,0,69.7,0.13,0,0,none,0
J3543,A295,C71,2025-07-04 13:58:00,2025-07-04 16:00:00,repair,day,0,1,1,4.8,12.7,11,16,513,0.498,0,0.0,0,10997,54,0.044,0.032,0,92.4,0,1.44,0,0,61.4,0.28,0,0,none,0
J3544,A114,C163,2025-07-15 01:27:00,2025-07-15 03:36:00,maintenance,night,1,1,1,4.0,9.8,11,10,146,0.346,0,0.0,0,11251,54,-0.969,0.012,0,49.5,1,2.32,0,0,52.7,0.02,0,0,none,0
J3545,A203,C179,2025-08-04 15:12:00,2025-08-04 16:44:00,maintenance,day,1,1,1,9.2,6.6,11,17,685,0.325,0,0.0,0,11083,83,0.091,0.036,1,40.1,1,3.88,0,0,67.4,0.79,0,0,none,0
J3546,A181,C184,2025-06-03 12:57:00,2025-06-03 15:11:00,emergency,day,0,1,1,7.7,11.6,22,21,78,0.058,0,0.0,0,22001,119,0.335,0.0173,0,21.1,2,0.32,1,0,62.5,0.25,1,0,none,1
J3547,A135,C194,2025-05-23 12:44:00,2025-05-23 14:27:00,repair,day,0,1,0,4.8,18.5,11,7,52,0.221,1,0.65,0,10885,108,-0.218,0.0319,0,33.8,0,0.79,1,0,54.5,0.13,0,0,none,1
J3548,A106,C177,2025-10-05 12:57:00,2025-10-05 14:23:00,repair,day,0,1,0,4.8,9.1,66,14,14,0.079,0,0.0,0,66043,93,0.429,0.0158,0,104.4,0,1.12,0,0,64.7,0.5,0,0,none,0
J3549,A227,C85,2025-03-25 03:35:00,2025-03-25 05:23:00,repair,night,0,1,1,11.4,19.1,33,3,71,0.095,0,0.0,0,32731,34,-0.487,0.0408,0,57.8,0,1.36,0,0,52.8,1.0,0,0,none,0
J3550,A166,C117,2025-04-19 02:43:00,2025-04-19 04:23:00,repair,night,0,1,1,9.5,0.2,22,12,48,0.263,0,0.28,0,21782,226,-0.053,0.0383,0,20.4,2,2.04,0,0,53.8,1.16,0,0,none,0
J3551,A203,C109,2025-09-23 07:15:00,2025-09-23 09:08:00,repair,day,0,0,1,13.6,8.2,22,2,264,0.099,0,0.0,0,22141,42,1.252,0.036,0,54.8,0,1.06,0,0,71.5,1.95,0,0,none,0
J3552,A288,C19,2025-03-16 23:31:00,2025-03-17 01:19:00,maintenance,night,1,1,1,2.3,14.1,33,25,50,0.092,0,0.0,0,32467,61,0.596,0.0094,1,53.3,0,3.3,0,0,71.1,0.64,0,0,none,0
J3553,A249,C191,2025-01-09 10:29:00,2025-01-09 10:56:00,maintenance,day,1,1,1,9.0,15.6,33,6,542,0.279,0,0.0,0,33037,44,-0.237,0.0264,0,63.5,0,2.34,0,0,59.5,0.3,0,0,none,0
J3554,A246,C58,2025-09-09 13:26:00,2025-09-09 15:20:00,inspection,day,1,1,1,5.2,10.2,11,4,212,0.237,1,0.0,0,11304,45,-0.022,0.0165,0,38.5,1,1.27,0,0,64.4,1.3,0,0,none,0
J3555,A187,C195,2025-08-12 03:33:00,2025-08-12 05:48:00,maintenance,night,1,1,0,4.8,5.6,11,2,134,0.429,1,0.0,0,10818,88,-0.059,0.0058,0,34.2,0,4.46,0,0,58.1,0.95,0,0,none,0
J3556,A282,C66,2025-06-15 22:56:00,2025-06-16 00:56:00,maintenance,night,1,1,1,5.8,20.3,11,26,101,0.152,0,0.0,0,11206,16,0.445,0.0318,0,50.9,0,0.93,0,0,65.2,0.53,0,0,none,0
J3557,A275,C146,2025-10-16 02:51:00,2025-10-16 05:14:00,maintenance,night,1,0,1,5.0,15.3,11,17,307,0.32,1,1.15,0,11117,77,-0.245,0.0059,0,22.7,1,2.45,0,0,61.0,0.01,0,0,none,0
J3558,A263,C131,2025-08-20 08:55:00,2025-08-20 10:04:00,maintenance,day,1,0,0,12.7,19.6,22,3,16,0.184,1,0.0,0,22130,150,0.47,0.0055,0,22.6,0,2.26,0,0,62.5,0.22,0,0,none,0
J3559,A271,C101,2025-01-30 15:08:00,2025-01-30 16:04:00,maintenance,day,1,1,1,8.5,11.3,11,12,146,0.243,0,0.0,0,10804,100,-0.727,0.028,0,49.8,0,3.15,0,0,59.1,0.49,0,0,none,0
J3560,A229,C86,2025-10-10 13:29:00,2025-10-10 15:25:00,inspection,day,1,1,1,3.9,24.4,22,16,45,0.016,0,0.0,0,22018,74,0.212,0.0157,0,60.9,0,0.47,0,0,66.1,0.15,0,0,none,0
J3561,A143,C178,2025-03-03 06:04:00,2025-03-03 08:10:00,maintenance,day,1,1,1,7.0,12.8,11,6,124,0.168,0,0.0,0,10774,29,-0.538,0.0482,0,31.3,1,0.02,0,0,63.1,0.11,0,0,none,0
J3562,A242,C56,2025-05-28 02:30:00,2025-05-28 05:20:00,emergency,night,0,1,1,3.7,7.3,22,4,169,0.491,0,1.22,0,22096,28,-0.524,0.0166,0,13.9,0,5.29,0,0,62.4,0.49,0,0,none,0
J3563,A175,C34,2025-05-17 11:01:00,2025-05-17 12:36:00,maintenance,day,1,1,1,2.3,10.6,22,16,490,0.219,0,0.0,0,22042,63,-0.099,0.0081,0,60.1,0,0.3,1,0,49.9,0.75,0,0,none,1
J3564,A220,C42,2025-10-17 12:05:00,2025-10-17 14:58:00,inspection,day,1,1,1,7.8,19.6,22,19,234,0.737,0,0.0,0,21813,180,-0.367,0.0007,0,45.1,1,2.04,0,0,61.4,0.12,0,0,none,0
J3565,A289,C76,2025-04-25 16:20:00,2025-04-25 17:40:00,maintenance,day,1,1,1,7.4,15.3,11,1,21,0.101,0,0.0,0,11211,187,0.09,0.0237,0,40.5,0,0.12,0,0,61.5,0.55,0,0,none,0
J3566,A285,C153,2025-06-02 16:21:00,2025-06-02 16:59:00,maintenance,day,1,1,1,5.2,6.1,33,26,351,0.238,1,0.0,0,33096,125,0.282,0.0041,1,14.2,0,0.33,1,0,66.9,1.91,0,0,none,1
J3567,A295,C56,2025-04-08 13:47:00,2025-04-08 15:04:00,maintenance,day,1,1,0,3.5,0.4,22,30,0,0.093,0,0.0,0,22318,76,-0.361,0.0346,0,47.4,0,3.86,0,0,62.0,1.29,0,0,none,0
J3568,A274,C95,2025-06-06 08:40:00,2025-06-06 09:22:00,repair,day,0,1,1,9.5,20.4,33,1,101,0.055,0,0.0,0,33283,122,-0.104,0.0456,1,16.5,0,1.92,0,0,64.1,1.18,0,0,none,0
J3569,A267,C32,2025-05-08 07:21:00,2025-05-08 08:58:00,maintenance,day,1,1,0,7.7,11.2,11,5,46,0.247,0,0.0,0,11047,10,0.598,0.0179,0,36.4,2,4.17,0,0,59.6,0.68,0,0,none,0
J3570,A156,C100,2025-01-26 23:04:00,2025-01-27 01:06:00,emergency,night,0,1,1,9.7,15.9,22,18,123,0.21,0,0.0,0,21913,101,-0.144,0.0347,0,53.4,0,2.36,0,0,56.6,0.03,0,1,minor,0
J3571,A157,C200,2025-02-26 21:29:00,2025-02-26 23:54:00,inspection,night,1,1,1,8.8,9.4,11,18,657,0.151,0,0.0,0,10954,122,0.294,0.0221,0,52.7,0,2.3,0,0,49.9,0.05,0,0,none,0
J3572,A178,C117,2025-09-28 21:43:00,2025-09-29 00:20:00,maintenance,night,1,1,1,6.9,11.0,11,14,8,0.038,1,1.76,0,11066,19,1.158,0.0263,0,38.8,0,0.75,1,0,57.6,0.54,0,0,none,1
J3573,A184,C105,2025-02-22 21:13:00,2025-02-22 22:46:00,repair,night,0,1,1,9.1,28.3,11,12,286,0.221,1,0.0,0,11087,93,-0.375,0.0259,0,5.9,0,0.75,0,0,61.2,0.55,0,0,none,0
J3574,A166,C159,2025-06-13 06:48:00,2025-06-13 08:00:00,emergency,day,0,1,1,2.8,8.6,11,1,45,0.17,0,0.7,0,10887,121,-0.685,0.0164,0,32.5,2,0.48,0,0,51.1,0.14,0,0,none,0
J3575,A175,C128,2025-02-22 08:28:00,2025-02-22 09:55:00,repair,day,0,0,1,1.5,13.4,33,6,182,0.305,0,0.0,0,33088,26,0.234,0.0181,1,21.9,0,0.47,0,0,58.8,0.16,0,0,none,0
J3576,A130,C130,2025-01-22 19:21:00,2025-01-22 20:27:00,repair,day,0,0,1,6.7,6.2,22,2,1,0.193,0,1.81,0,22032,45,-0.019,0.0257,0,71.0,0,0.79,0,0,60.8,0.64,0,0,none,0
J3577,A113,C172,2025-05-21 21:43:00,2025-05-21 22:34:00,maintenance,night,1,1,1,3.8,4.0,11,14,97,0.043,0,0.22,0,10901,18,-0.313,0.0089,0,40.8,0,0.71,0,0,64.7,0.58,0,0,none,0
J3578,A249,C158,2025-03-24 23:43:00,2025-03-25 01:30:00,maintenance,night,0,1,1,15.2,14.1,11,15,197,0.329,0,0.0,0,11098,13,0.908,0.0454,0,35.3,0,1.94,0,0,65.2,0.86,0,0,none,0
